URL,Content_title,Contents,Sentiment,Keyword,Count-keyword
https://www.birminghammail.co.uk/sport/football/football-news/gareth-southgate-given-23-reasons-23843872,Gareth Southgate given 23 reasons why Steven Gerrard was right about Aston Villa man,"Ollie Watkins is aiming to hit double figures for consecutive Premier League seasons with five games remaining this campaign. The England international scored his ninth goal of the season in Villa's 2-0 win over Norwich City at the weekend. The result relegated the Canaries and the striker's former head coach Dean Smith, but the 51-year-old will be proud of Watkins as he continues to make an impact at the highest level. Smith recruited Watkins for Brentford and later Villa, as he broke the club's transfer record to bring the versatile forward to Villa Park for £30million two summers ago. And since Watkins made his Premier League debut, only three strikers have scored more Premier League goals than him. READ MORE: The five Aston Villa squad issues Steven Gerrard must sort READ MORE: Dean Smith pinpoints Aston Villa weakness Steven Gerrard must take note of Only Harry Kane, Jamie Vardy and Diogo Jota can eclipse Watkins' 23-goal haul since the start of the last Premier League campaign. The 24-year-old scored 14 goals in the Premier League last season and earned himself a call-up to the England national team in March 2021. After scoring against San Marino on his Three Lions debut, he was handed four more caps, but wasn't picked for England November internationals. Speaking in December, Steven Gerrard claimed that the Villa forward could force his way back into Gareth Southgate's plans before the 2022 World Cup. ""It’s been a pleasure to work with him and I’m looking forward to the future. I’m delighted to have him here,"" Gerrard said. ""Ollie has just got to be the best he can be for Aston Villa and I’m sure that will be enough for him to get back in the England squad and I’m sure Gareth Southgate will be watching him closely. But the best thing you can do to get into England squads is to be consistent and do your stuff for your club, and Ollie is certainly doing that."" Villa head coach Gerrard was also certain that Watkins would thrive in his system. He said: ""I don’t think there is a limit for Ollie. ""He’s got the lot – pace, power, aggression. He will grow, he will enjoy the style we play so there isn’t a ceiling for him."" And Gerrard was proven right as Southgate turned to Watkins in the March internationals when Tammy Abraham was ruled out of the squad due to injury. Watkins played one minute of the game against Switzerland, before he was handed a start against Ivory Coast in the second fixture of the break. He scored his second goal for the Three Lions against Ivory Coast and has since played with a spring in his step for Villa. Despite Gerrard's side being on a tough run of form, Watkins has impressed in the past month or so, netting two goals in four games. He is now aiming to get at least his 10th goal of the season with a double header Burnley, two games against title rivals Liverpool and Manchester City and a game against Crystal Palace all to come this month. ",positive,Liverpool,1
https://www.birminghammail.co.uk/sport/football/football-news/i-know-aston-villa-ace-23805627,'I know' - Aston Villa ace makes Jack Grealish confession,"Aston Villa midfielder Jacob Ramsey admits that he gets a 'real buzz' when supporters chant his name. The 20-year-old is the latest youngster to break into Villa's first-team ranks and cement his place in the starting XI. Ramsey has enjoyed an exceptional Premier League campaign following on from his breakthrough season last term. He has made 31 league appearances for Villa this season and has started all but one of Steven Gerrard's first 22 games in charge of the club. The England Under-21 has scored six goals and is also the club's joint-second top goal scorer this campaign. READ MORE: The five Aston Villa squad issues Steven Gerrard must sort READ MORE: Dean Smith pinpoints Aston Villa weakness Steven Gerrard must take note of Ramsey put to pen to paper on a bumper five-year deal last week ahead of the game against Norwich City at Villa Park, which Gerrard's side won 2-0 to end a recent winless run. As a product of the Villa academy, the midfielder has been with the club since the age of six and progressed through the ranks. And when asked how much of a lift it gives him when supporters are chanting his name, Ramsey replied: ""Obviously being a local lad, I’ve been going to Villa Park since I was the age of eight now. ""I know what it’s like to sing those songs, when I was singing about Jack (Grealish), so now for the fans to sing it about me, it gives me a real buzz to go out and play. I think especially in front of my friends and family to hear the fans singing my name, it’s a good feeling."" Speaking of Ramsey, Villa boss Gerrard told BirminghamLive: ""I've been very aware of the Ramseys because of how well this club did in the Youth Cup. They obviously played Liverpool in the final and I was aware of the commentators speaking of the Ramsey brothers, also the Carneys (Chukwuemeka) and Tims (Iroegbunam), those around the game. ""It probably wasn't until Arsenal away where he curled one into the top corner. I really liked the technique of that goal. I think that was the moment where I thought, 'Ooh!' ""To score a goal like that, in an environment like that at Arsenal at that age, that is normally a moment, being a lover of the game, where it makes you think, 'Hang on a minute, this kid might be a player!' ""Then, obviously Dean (Smith) played him some more before I arrived but it's not until you get up close and personal with someone on the training pitch and you see his level and potential, you see the human being... That's when you get really excited about the talent. ""I've said it quite a bit. I don't want to keep talking JJ up. I want him to play his football and to protect him and manage him in the best possible way but, without a doubt, he's someone I want to build around this club moving forward."" ",positive,Liverpool,1
https://www.birminghammail.co.uk/sport/football/football-news/aston-villa-arsenal-interested-major-23846684,Aston Villa and Arsenal 'interested' in major bid,"Aston Villa's stadium, Villa Park, is reportedly being considered to host next season's Community Shield. This year’s Community Shield won’t feature Villa after Steven Gerrard's side were knocked out of the FA Cup in the third round, and they are of course not in the hunt for the Premier League title. But the club still could be involved in the final with Villa Park potentially being the host venue. The match is scheduled for July 31, but that means Wembley Stadium will be unavailable due to hosting the women’s European final being played on the same day. According to the  Daily Mail , Elland Road, Arsenal's Emirates Stadium and Villa Park, which was selected as the venue in 2012, are all 'interested' in hosting. READ MORE: The five Aston Villa squad issues Steven Gerrard must sort READ MORE: Fresh Carney Chukwuemeka transfer claims emerge amid Aston Villa uncertainty Though, the report claims that officials are 'likely to be disappointed', with Leicester City's King Power Stadium the favourite to be chosen. City's stadium is reportedly the ‘frontrunner’ to host the Community Shield. The final will take place between the FA Cup winners, Liverpool or Chelsea, and the Premier League champions, Liverpool or Man City. If Liverpool win both competitions, then Jurgen Klopp’s team will play second placed Man City. The news comes as the club are due to press ahead with their plans to increase Villa Park's capacity from 42,785 to above 55,000. Villa have more than 20,000 fans on the club's current waiting list for season tickets with the club selling out each and every home game this season. ",positive,Liverpool,3
https://www.birminghammail.co.uk/sport/football/football-news/aston-villa-fans-rave-rising-23844869,Aston Villa fans rave as rising star continues fine season with goal and assist,"Aston Villa loanee Finn Azaz's tremendous season in League Two with Newport County continued on Monday afternoon as the midfielder helped dampen Port Vale's automatic promotion bid. Azaz, 21, has spent the season on loan with Newport in his second loan spell away from Villa Park and has impressed for the Exiles, winning the League Two Young Player of the Year award last week. The midfielder has been a constant figure for Newport this season, missing just four games since his arrival and scoring seven goals for James Rowberry's side. READ MORE: Steven Gerrard reveals John McGinn grand plans as Villa boss makes transfer admission Against Vale, Azaz put in a Man of the Match display to end a run of three straight defeats for Newport with a goal and an assist in Staffordshire. His brilliant cross from the byline set-up left-back Ryan Haynes after two minutes, before he struck the winner in the 72nd minute in Newport's first real attacking threat of the second half with a brilliant low volley from just inside the Vale penalty area. Azaz completed 83% of his passes and had a 100% shot accuracy. It wasn't just providing goals where the midfielder impressed, he completed three of his four dribbles and made 13 recoveries in defence. With Jacob Ramsey now a key member of Steven Gerrard's side and Tim Iroegbunam earning his first league start in Saturday's win over Norwich City, Azaz's impressive campaign could lay out the road to the Villa first team next season. Aston Villa fans have been left raving over the young midfielder's performance and have issued the following reaction to his performance: @SlowJamesForever: Not the first time the comparisons have been there to be made this season but there's definite shades of a certain former Liverpool midfielder and current Villa manager in this, and his game in general. Hope he's in the Championship next season. @KINGofAVFC: Must be given a chance next season in my opinion @mckeown_ryan: Finn Azaz is having a tremendous season at Newport County! Another banger from the League 2 Young Player of the Year! @DanMatthewsAV: What a finish from Finn Azaz. @academyavfc: Finn Azaz back doing what he does best! @_Symmo: Player of the season just in League 2; defo think he will go to a League One/Championship team next season and then it's down to him to shine again. @david_reed: Pizzazz from Azaz! Young player of the year in League Two. G on Finn. @AndySgtBilko76: Go on Finn Azaz- what a strike! ",positive,Liverpool,1
https://www.birminghammail.co.uk/sport/football/football-news/aston-villa-told-complete-fantastic-23844611,Aston Villa told to complete 'fantastic' signing as Philippe Coutinho blueprint set to be repeated,"Aston Villa have been linked with another sensational reunion for Steven Gerrard as links to Luis Suarez begin to circulate ahead of the summer transfer window. Suarez, 35, will be assessing his options ahead of the upcoming window as his contract at Atletico Madrid looks set to expire. Villa as well as Palmeiras, Corinthians and Atlético Mineiro have been linked with a move for the Uruguayan but journalist Gerard Romero, who is based in Barcelona, claims the striker has rejected the offers from these clubs in favour of focusing on the proposal from Villa. Here is what fans have had to say on the potential deal: READ MORE: Aston Villa shortlist to fulfill Steven Gerrard's biggest transfer wish revealed READ MORE: Philippe Coutinho has made feelings clear on Aston Villa transfer Mark Ashton : I’m Liverpool through and through but I would love to see Suarez at Villa, awesome player and honestly I think he would be great for them, to be honest would love him back at Liverpool for a season or two. Stuart Perry: Still a great player. Look forward to seeing him at Villa. I first watched him with Ajax in the Netherlands. Peter Whitehouse: His best days are behind him but he’s still a fantastic player now. He’s played for top clubs all around the world and internationally at top tournaments. He does have a nasty side yes but it is needed to be a success in the sport at the top level. The fact that he has played with Gerrard before at Liverpool could be the swaying factor in this proposed deal like it was with Coutinho. Richard Arth Harding: This would be a very good signing. William Stoker-Little : No thanks lol. Harry Spruce: Gerrard’s is properly getting the band back together haha. Mark Cross : Yes please. Ken Lewis: Dreadful signing. Caine Pickering : No thank you. We need to build for the future not waste money on expensive stop gaps! ",positive,Liverpool,3
https://www.birminghammail.co.uk/sport/football/football-news/gareth-southgate-given-23-reasons-23843872,Gareth Southgate given 23 reasons why Steven Gerrard was right about Aston Villa man,"Ollie Watkins is aiming to hit double figures for consecutive Premier League seasons with five games remaining this campaign. The England international scored his ninth goal of the season in Villa's 2-0 win over Norwich City at the weekend. The result relegated the Canaries and the striker's former head coach Dean Smith, but the 51-year-old will be proud of Watkins as he continues to make an impact at the highest level. Smith recruited Watkins for Brentford and later Villa, as he broke the club's transfer record to bring the versatile forward to Villa Park for £30million two summers ago. And since Watkins made his Premier League debut, only three strikers have scored more Premier League goals than him. READ MORE: The five Aston Villa squad issues Steven Gerrard must sort READ MORE: Dean Smith pinpoints Aston Villa weakness Steven Gerrard must take note of Only Harry Kane, Jamie Vardy and Diogo Jota can eclipse Watkins' 23-goal haul since the start of the last Premier League campaign. The 24-year-old scored 14 goals in the Premier League last season and earned himself a call-up to the England national team in March 2021. After scoring against San Marino on his Three Lions debut, he was handed four more caps, but wasn't picked for England November internationals. Speaking in December, Steven Gerrard claimed that the Villa forward could force his way back into Gareth Southgate's plans before the 2022 World Cup. ""It’s been a pleasure to work with him and I’m looking forward to the future. I’m delighted to have him here,"" Gerrard said. ""Ollie has just got to be the best he can be for Aston Villa and I’m sure that will be enough for him to get back in the England squad and I’m sure Gareth Southgate will be watching him closely. But the best thing you can do to get into England squads is to be consistent and do your stuff for your club, and Ollie is certainly doing that."" Villa head coach Gerrard was also certain that Watkins would thrive in his system. He said: ""I don’t think there is a limit for Ollie. ""He’s got the lot – pace, power, aggression. He will grow, he will enjoy the style we play so there isn’t a ceiling for him."" And Gerrard was proven right as Southgate turned to Watkins in the March internationals when Tammy Abraham was ruled out of the squad due to injury. Watkins played one minute of the game against Switzerland, before he was handed a start against Ivory Coast in the second fixture of the break. He scored his second goal for the Three Lions against Ivory Coast and has since played with a spring in his step for Villa. Despite Gerrard's side being on a tough run of form, Watkins has impressed in the past month or so, netting two goals in four games. He is now aiming to get at least his 10th goal of the season with a double header Burnley, two games against title rivals Liverpool and Manchester City and a game against Crystal Palace all to come this month. ",positive,Liverpool,1
https://www.birminghammail.co.uk/sport/football/football-news/andy-carroll-west-brom-transfer-23840593,Steve Bruce confirms major Andy Carroll decision ahead of West Brom summer transfer window,"West Bromwich Albion will not be extending Andy Carroll's contract beyond the end of the season, it has been revealed. The former Liverpool striker joined the Baggies on a free transfer in January after his short-term deal with Reading expired. He has since gone on to score three goals in 15 Championship appearances. Although Carroll has not been hugely prolific in front of goal, he has impressed with his general play in leading the line and has been arguably the team's top performer since arriving as injury cover for Daryl Dike. Albion fans have been vocal about their desire to see the forward remain at the club. TALKING POINTS: Steve Bruce finds the West Brom way forward as team turns to next season at Reading DEMANDING: Steve Bruce wants 'more' from West Brom striker despite Reading winner But the 33-year-old's time at the Hawthorns will come to an end when his six-month deal runs out in the summer, West Brom boss Steve Bruce has revealed. The manager says that the decision will create space on the wage bill as they look to strengthen other areas of the team. “We’ve got two centre forwards, one (Kenneth Zohore) we’ve paid £8million for and the other (Daryl Dike) £7million in January,"" said Bruce. “They’re both number nines. ""Andy Carroll has done great for us and he’s in better nick now than he’s been for the last few years. He’s done tremendously well but he’s unfortunate that we’ve got two centre forwards who we hope this summer will be fit. “I think I need to strengthen in other areas rather than at number nine. We need more threat in wide areas, we need midfield players because we’re limited in there for numbers. “So we have to make tough decisions and believe me that was a really really tough decision because I know how popular Andy was with the fans and how popular he was in the dressing room. “But I’ve got to think of the overall balance of the squad. His wages will be freed up for somebody else. That’s the stark reality of it."" ",positive,Liverpool,1
https://www.birminghammail.co.uk/sport/football/football-news/aston-villa-arsenal-interested-major-23846684,Aston Villa and Arsenal 'interested' in major bid,"Aston Villa's stadium, Villa Park, is reportedly being considered to host next season's Community Shield. This year’s Community Shield won’t feature Villa after Steven Gerrard's side were knocked out of the FA Cup in the third round, and they are of course not in the hunt for the Premier League title. But the club still could be involved in the final with Villa Park potentially being the host venue. The match is scheduled for July 31, but that means Wembley Stadium will be unavailable due to hosting the women’s European final being played on the same day. According to the  Daily Mail , Elland Road, Arsenal's Emirates Stadium and Villa Park, which was selected as the venue in 2012, are all 'interested' in hosting. READ MORE: The five Aston Villa squad issues Steven Gerrard must sort READ MORE: Fresh Carney Chukwuemeka transfer claims emerge amid Aston Villa uncertainty Though, the report claims that officials are 'likely to be disappointed', with Leicester City's King Power Stadium the favourite to be chosen. City's stadium is reportedly the ‘frontrunner’ to host the Community Shield. The final will take place between the FA Cup winners, Liverpool or Chelsea, and the Premier League champions, Liverpool or Man City. If Liverpool win both competitions, then Jurgen Klopp’s team will play second placed Man City. The news comes as the club are due to press ahead with their plans to increase Villa Park's capacity from 42,785 to above 55,000. Villa have more than 20,000 fans on the club's current waiting list for season tickets with the club selling out each and every home game this season. ",positive,Liverpool,3
https://www.birminghammail.co.uk/sport/football/football-news/wolves-brighton-bruno-lage-europe-23835492,Despair for Bruno Lage after Wolves' damaging defeat to Brighton dents European ambitions,"Match report Wolverhampton Wanderers’ European dream is in tatters after Brighton walloped them 3-0 at Molineux. Alexis Mac Allister opened the scoring with a first half penalty having missed an earlier spot-kick. Leandro Trossard and Yves Bissouma piled on the misery for Wolves after half-time with well taken goals. Wolves have now lost seven of their last 10 Premier League games and missed another opportunity to draw level on points with seventh-placed West Ham. Bruno Lage’s team face Chelsea, Manchester City, Norwich City and Liverpool in their remaining four fixtures. READ:  Bruno Lage slams players for 'watching' Brighton in worst Wolves game What Bruno Lage said ""It was 90 minutes that we didn’t play. We watched Brighton play. ""I don’t understand that when we arrive at this point, with a lot of things to conquer, we appear with a performance like that. It was so disappointing. ""It’s clear to me that when you come to this position, with a lot of things to conquer, we didn’t play. It was our worst performance. The first half was balanced but we conceded two big chances to them - two penalties - from one cross and one long ball. ""When little things come together it makes a massive difference we had a long period where we were playing with one team, now we are playing with players who didn’t start the season with us. The positions are not the same, so the decisions are not the same."" READ: Bruno Lage given nightmare injury blow during Wolves vs Brighton What Graham Potter said ""(It was a) Great effort by the boys, kept a clean sheet, fantastic,"" said Potter, via  SussexWorld . ""The personality of the players, the team, everything about the performance I really liked. ""We have had some good away days this year and that [the Wolves win] was up there. You could see the second half performance was up another level from the first. ""The boys looked hungry to score, enthusiastic to get forward. It was important for us to keep a clean sheet because we didn't want to let them back into the game and I thought we managed the situation quite well. ""(We) Defended when we had to and offered a threat on the way forward, and nice to score three goals."" READ: ‘Unacceptable’ - Wolves fans fume as summer transfer demand sent after Brighton defeat What the fans said Clive Whittall: Maybe Wolves need to sack Bruno Lage now, like Burnley did with Sean Dyche, and get themselves back into Europe in the last four games? Isaac Hobbs: Brings into sharp relief the fact we need at least 4 starting XI players in the door otherwise we’ll be fighting for our lives next season. That shambles may yet be a blessing. Angrier about how we’ve thrown in the towel post-Leeds. James Croft: Lucky we’re as high as we are. Certain players need to be sold. David Gilliver: From the outside looking in, is 8th place not on? Who in the top, 7, should you be finishing above? Andy Wolfie: Not our best performance...hope they can turn this around for the final few games. Bill Bradburn: Far too many losses against lower teams. Up next Wolves will look to get back to winning ways when they travel to Stamford Bridge to take on Chelsea next weekend. ",positive,Liverpool,1
https://www.birminghammail.co.uk/sport/football/football-news/luis-suarez-aston-villa-transfer-23841127,'Super fit' Luis Suarez tipped for Premier League return amid Aston Villa links,"Steven Gerrard's former Liverpool teammate Glen Johnson has tipped Luis Suarez to make a return to the Premier League after links to Aston Villa emerged. Suarez, 35, is a close friend of Villa boss Steven Gerrard and could look to follow in Philippe Coutinho's footsteps and reunite with his former teammate at Villa Park this summer, with his contract at Atletico Madrid set to expire. According to journalist Gerard Romero, who is based in Barcelona, Suarez rejected several offers in order to focus on the offer from Gerrard. Romero stated: ""Luis Suarez has ruled out offers from Palmeiras, Corinthians and Atlético Mineiro - as well as one from Arabia - to focus on the proposal from Aston Villa from his former teammate Gerrard."" Speaking to GGRecon another one of Gerrard's former teammates in the form of Glen Johnson waded in on the potential deal this summer. Johnson commented on a return to the Premier League for Suarez, where he stated: “To play in the Premier League after you’ve been in La Liga at 35 would be a big ask. But look, Luis is super fit and super determined and it wouldn’t surprise me if he goes back and tears it up again, really.” Read more: Leeds United tipped to complete £15m Aston Villa transfer amid Newcastle doubts emerge Read more: What Smith did to Villa players as Gerrard makes 'disappointed' comment However, BirminghamLive's Ashley Preece has cast doubts over the prospect of Suarez arriving this summer as issued the following statement on the rumours: ""Suarez remains an option. Can I see him at Villa? Not so sure but we all said that about Coutinho. A new centre back and big changes in midfield, yes!"" ",positive,Liverpool,1
