URL,Content_title,Contents,Sentiment,Keyword,Count-keyword
https://www.birminghammail.co.uk/sport/football/football-news/aston-villa-shortlist-fulfil-steven-23843979,Aston Villa shortlist to fulfil Steven Gerrard's biggest summer transfer priority,"Ahead of his first summer in charge of Aston Villa, Steven Gerrard has revealed his biggest priority as we approach the transfer window, which could be fulfilled by any of these four targets. Villa were linked with midfielders such as Rodrigo Bentancur and Yves Bissouma in the January window but a move failed to materialise. Moving into the summer, Gerrard has outlined the priority for his recruitment team as he looks to bolster the midfield options within his squad, as he aims to sign a player capable of playing as a 'number six' this summer. Speaking on the impact a signing such as this could have on current Villa midfielder John McGinn, Gerrard stated: ""John likes to be a bit more of a free spirit. But it was a priority in the last window to make a six happen but we couldn’t possibly do that, it wasn’t right, the timing wasn’t right. READ MORE:   Danny Ings gives 'underwhelming' Aston Villa verdict READ MORE: Philippe Coutinho has made feelings clear on Aston Villa transfer ""So we have to be patient for the right thing in the long run. But with different personnel around John we’re hoping to give him some more freedom."" A player ahead of the defence to offer both an added layer of security but also help progress the team is clearly at the top of the list for Gerrard, so here is four players he could sign to fill this void in the squad: Boubacar Kamara Christian Purslow (chief executive), Johan Lange (sporting director) and Gerrard himself were all present for Olympique de Marseille's fixture against Nantes recently to watch the Boubacar Kamara, who will be out of contract come the end of the season. The 22-year-old offers the composure, defensive instinct and reading of the game to perfectly orchestrate and solidify the midfielder for Gerrard's side. However, the club will likely face a line of competitors queuing up to secure his long-term future this summer given his talents. Christian Norgaard No player across Europe's top five leagues has made more tackles than Brentford's Christian Norgaard (121), with the player also ranking sixth in midfield pressures (349). He clearly offers a reinforcement defensively but can also be relied upon to progress the team forward with just under five progressive passes per game averaged. Villa have dealt with Brentford before whilst bringing Ollie Watkins and Ezri Konsa to the club and could look to delve into their pool of talent once again here to sign the 28-year-old Danish international. Kalvin Phillips The 26-year-old England international is valued at around £60 million by Leeds United and it comes as no surprise given the services he offers within the midfield. Both Villa and Manchester United have been credited with an interest in the player but could see the price tag drastically reduced if Leeds do drop into the Championship this summer, given the likelihood that Phillips would actively pursue a move away from the club if they did drop into the second tier of English football. Phillips ranks in the top one percent of midfielder across Europe's top five leagues for pressures (30) and the top three percent for blocks (2.5) and tackles (3.8), outlining the clear benefit signing him would have on Gerrard's current midfield. Wilfred Ndidi In terms of players who would anchor the midfield and allow the talent to thrive around him, it would be hard to find someone better suited to the role than Leicester City's Wilfred Ndidi. The 25-year-old Nigerian midfielder ranks in the top ten percent for aerials won (2.6) per game, clearances (3.4), interceptions (2.7) and tackles (4.2) across Europe and Villa would have to pay a price in the region of £50 million if they were to acquire a player of this calibre. Commenting on the rumours linking him with a move in the summer, Ndidi stated: “At the moment I am enjoying myself in Leicester,"" he replied. My family is here. My business degree is on hold. There was lockdown and then my daughter was born. I am looking forward to it maybe next year.” ",positive,manchester united,1
https://www.birminghammail.co.uk/sport/football/football-news/birmingham-blackburn-chong-team-news-21563463,'Unfair to him' - Birmingham City team and injury news ahead of Blackburn Rovers clash,"Birmingham City's injury situation has finally cleared up - ""just in time for holiday"", notes head coach Lee Bowyer. But it hasn't always been that way. Between midfielders, defenders and attackers, Bowyer has been without options to choose from at every juncture this season. Blues will go into the final game of the campaign against Blackburn Rovers with virtually a full squad from which to choose. Here's the latest injury news... Injury: Hamstring What we know: Chong has had an injury blighted season. First a four month absence with a thigh problem - and then his hamstring let him down. He sustained the knock in the game with West Brom on April 3 and hasn't featured since. What's been said: On April 28 Bowyer said: ""Tahith has obviously been training this week but I don't want to take any risks with him. I think that will be unfair to him and to us, you know. He's a young lad with a big future in front of him. ""I want to make sure he's right when I do play him again. This one might be too quick for him and save him for the last home game so everyone can show their appreciation for what he's brought to us."" Target return date: Blackburn (h), Saturday, May 7 READ MORE: Birmingham City favourite set to remain at Blackburn Rovers as Tony Mowbray set for St Andrew's swansong READ MORE: 'We're happy' - Manager addresses striker future amid Birmingham City links Injury: Hamstring What we know: The Manchester United loanee hurt his hamstring at Bournemouth on February 9. He played the following game then was out for a month. He returned on March 15 and broke down inside half an hour. He's now back at United and won't play for Blues again. What's been said: Bowyer said: “Teds is back with Man U. Since he's done his injury he's been back with Man U and is getting treatment there.” Target return date: N/A ",positive,manchester united,1
https://www.birminghammail.co.uk/sport/football/football-news/wolves-pedro-neto-premier-league-23841284,Wolves star makes 'difficult' admission about European chances after Brighton defeat,"Wolverhampton Wanderers attacker Pedro Neto admits that it will be ""difficult"" for the team to qualify for Europe next season after suffering a heavy defeat in the Premier League at the weekend. Brighton trounced Wolves 3-0 at Molineux on Saturday. A first-half penalty from Alexis McAllister was followed up by goals from Leandro Trossard and Yves Bissouma after the interval. An impressive first half of the season put Wolves in a great position to finish in the top seven and challenge for European qualification. They even looked capable of potentially posing a serious threat to the top four. HEADLINES: Despair for Bruno Lage after Wolves' damaging defeat to Brighton dents European ambitions REACTION: Bruno Lage slams players for 'watching' Brighton in worst Wolves game A string of bad results has quietened those hopes, however. Bruno Lage's men have won just three times in their last ten Premier League games. There is still a decent chance that the club may qualify for one of Uefa's competitions next season, though. They are just three points behind seventh-placed West Ham with a game in hand, and both the Hammers and Manchester United have been in poor form of late. While Neto admits that their chances have been hampered, he says the team will continue fighting ""to achieve our goals"". In order to do that, the Portuguese believes that the team have to do better in terms of chance creation and finishing in front of goal. “When you have your goals, you want to achieve them. We want European football, we are working to that, but the last three games we were not happy,” he told the club’s official website. “We have to create more, we have to score more goals. We are looking to work on that, finishing the best way. “It was not a happy day for us. The last three games were not what we had in our mind. We have a lot to fight for. It’s becoming difficult but we have to continue to work to achieve our goals. “I understand the frustration of the fans. We are here to fight, to work each day. Things are not happening, but we will continue to work to get the victory in the next game.” ",negative,manchester united,1
https://www.birminghammail.co.uk/sport/football/football-news/birmingham-city-share-update-st-23839610,Birmingham City share update on St Andrew's work as potential Lee Bowyer replacement emerges,"The latest Birmingham City headlines brought to you by BirminghamLive on May 2... Birmingham City have shared an update with supporters on the progress of work to the lower Tilton and Kop stands at St Andrew's. The club began renovation work towards the beginning of the season but then encountered further problems, meaning a significant section of the stadium remains cordoned off . In their latest update, Blues say they are waiting for a report on ""site investigations undertaken across the lower Tilton and Kop. However, early indications communicated to us are positive."". Once this information is received, Blues will decide on how to progress. READ MORE: Birmingham City fans left baffled by 'update on update we are waiting for' on St Andrew's safety work READ MORE: Birmingham City issue update on progress of work at St Andrew's News on season ticket prices for 2022/23 will be confirmed once the current campaign is over, with the club adding: ""This decision has been taken to provide supporters with clarity regarding the lower tiers when making their purchases."" Meanwhile, the playing surfaces at both St Andrew's and the club's Wast Hill training Ground will undergo renovation this summer. Read the full story Birmingham City fans have been left baffled by the latest news from the club on renovation work at St Andrew's Stadium. In their latest update, Blues say they are waiting for a report on ""site investigations undertaken across the lower Tilton and Kop. Once this is received, the club will decide on how to progress"". They also made it clear there would be no news on season ticket prices until the report was received. But fans already angry at being excluded from areas of the ground were left further frustrated by the latest statement, claiming there was no real update. One supporter joked: ""I don't know what's going to be released first, the Stand Report or the Sue Gray report [on Boris Johnson and Partygate]. We just keep getting told we must wait for both. How long do the club want??"" Another said: ""What a pointless update. Probably took longer to go through the approval process than to put this together."" A third added: ""Cheers for the update to tell us u will update us once u have an update on the update we’re waiting for."" Read the full story Birmingham City have reportedly identified Forest Green Rovers boss Rob Edwards as a potential replacement for Lee Bowyer. The Sun report that Edwards is on the 'wanted list' of Blues and Salford City, the League Two club owned by Gary Neville and his former Manchester United team-mates. It is being claimed that Blues could look for a 'successor' to Bowyer with Edwards' attractive style of play earning admirers elsewhere having steered Rovers to promotion to League One this season. Uncertainty around Bowyer 's future continues as a disappointing campaign nears a conclusion with Blues only two places above the relegation zone in 20th with a game to play. Twentieth position is where Blues are almost certain to end the campaign given they are three points behind Cardiff City a place above them after a 1-1 draw in the Welsh capital on Saturday. When Reading and Derby County's points deductions are not taken into account, Blues would be outside the relegation zone on goal difference heading into the final day of the season. Before the Cardiff game Bowyer confirmed that he had spoken to technical director Craig Gardner but not with Blues' hierarchy. Read the full story here Birmingham City fans have reacted cautiously to national media reports claiming a League Two manager has been identified as a potential replacement for Lee Bowyer at St Andrew's. The reports suggest Forest Green manager Rob Edwards is on the ""wanted list"" of Blues after he led the Gloucestershire outfit into League One with promotion from the fourth tier. The Green Devils have spent just four years in the English Football League, but have become a clear promotion contender by winning 23 games and losing eight times so far. One supporter said: ""As much as Lee Bowyer has made mistakes this season, I still believe he could turn our fortunes around with a new owner, some financial stability and backing...otherwise it's groundhog day again."" Another added: ""Don't matter how attractive his football is,we need to buy players that can play attractive football."" A third said: ""Good young manager. but why would he want to come to us with our owners when he has got a good owner at Forest Green? And anyway, Lee Bowyer is our manager and I hope he is next season."" ",positive,manchester united,1
https://eftfootball.com/archives/3037,“มาร์คัส แรชฟอร์ด” ทีมดังยุโรปสนสนใจคว้า หลังจบฤดูกาล,มาร์คัส แรชฟอร์ด ดาวยิงปีศาจแดง ได้มีข่าวออกมาอย่างหนาหู มีทีมดาวดังในยุโรปสนใจคว้าตัวนักเตะผีแดงรายนี้เข้าร่วมทัพ หลังจบฤดูกาลด้วยค่าตัวที่สูงลิ่ว มาร์คัส กองหน้าของแมนเชสเตอร์ ยูไนเต็ด กำลังเป็นที่สนใจของหลายทีมในยุโรปเนื่องจากผลงานการเล่นของนักเตะรายนี้ในช่วงตลอดฤดูกาลไม่สามารถวัดผลงานเด่นของตัวเองขึ้นมาได้ทำให้ตกเป็นตัวสำรองอยู่หลายนัด และที่เลวร้ายกว่านั้นมาร์คัส แรชฟอร์ด ไม่มีชื่อในการติดทีมชาติอังกฤษ ในการประกาศผลเมื่อวันที่ 17 มีนาคมที่ผ่านมาอีกด้วย ในขณะเดียวกันที่ผลงานของนักเตะรายนี้ไม่สามารถยึด 11 ตัวจริงของทัพผีแดงได้แล้วแต่มีทีมที่สนใจคว้าตัวไปร่วมทัพไม่ว่าจะเป็น บาร์เซโลน่าและลิเวอร์พูล ถึงแม้ว่านักเตะรายนี้จะได้รับการติดต่อจากทั้ง 2 ทีมจริงแต่ก็ยังไม่มีการยืนยันว่าจะมีการตกลงเจรจาการย้ายทีมกันหรือไม่ แรชฟอร์ด ยังมีสัญญาอยู่กับต้นสังกัดแมนเชสเตอร์ยูไนเต็ด จนถึงปี 2023 และยังมี Option เสริมในการต่อสัญญาออกไปอีก 1 ปี แต่ถ้าหากนักเตะรายนี้ต้องการย้ายทีมจริงๆค่าตัวอาจจะสูงถึง 80 ล้านปอนด์เลยทีเดียว แต่อย่างไรก็ตามแมนยูคงจะทำทุกวิถีทางเพื่อไม่ให้นักเตะรายนี้เข้าร่วมทัพกับลิเวอร์พูลถึงแม้ว่าจะมีค่าตัวที่สูงก็ตาม นอกจากสองทีมที่เป็นข่าวที่สนใจคว้าตัวดาวเตะรายนี้ร่วมทัพแล้ว ปารีส แซงต์ แชร์กแมง อีกหนึ่งทีมยักษ์ใหญ่จากลีกเอิงฝรั่งเศส ที่ต้องการคว้าตัว แรชฟอร์ด ร่วมทัพเช่นกัน เพื่อที่จะให้นักเตะรายนี้เป็นตัวแทนของ คิลิยัน เอ็มบัปเป้ ที่จะหมดสัญญากับสโมสรเว็บข่าวฟุตบอลและย้ายร่วมทัพเรอัล มาดริด ถึงแม้ว่าสถานการณ์ของ แรชฟอร์ด ยังแยกกับทางต้นสังกัดบาคาร่าแต่ถ้าหากเจ้าตัวยังมีการพัฒนาฝีเท้าให้ดีขึ้นและมีผลงานการเล่นที่ยอดเยี่ยมอย่างสม่ำเสมอแน่นอนว่าจะกลับมาเป็นตัวจริงให้ทีมอีกครั้ง รวมถึงถ้าหาก Manchester United ได้ผู้จัดการทีมคนใหม่ มาร์คัส แรชฟอร์ด อาจจะไม่ย้ายทีมก็เป็นได้ ,neutral,manchester united,1
https://www.eurosport.com/football/premier-league/2021-2022/juan-mata-gets-the-embarrassing-but-essential-man-utd-farewell-tour-treatment-at-old-trafford-the-wa_sto8909503/story.shtml,Juan Mata gets the embarrassing but essential Man Utd farewell tour treatment at Old Trafford – The Warm-Up,"So long, Juan Mata. Cya, Nemanja Matic. Ciao, Edinson Cavani. It was fun while it lasted, although this farewell was an essential part of the Manchester United overhaul that will soon take place. It’s just a shame, as far as the fans should be concerned, that the 36th Premier League match of the season was used to say goodbyes, rather than compete for positions in the table. ",positive,manchester united,1
https://www.eurosport.com/football/transfers/2020-2021/lautaro-martinez-arsenal-to-rival-man-utd-for-inter-striker-with-champions-league-a-potential-factor_sto8909505/story.shtml,Lautaro Martinez: Arsenal to rival Man Utd for Inter striker with Champions League a potential factor – Paper Round,"Tuesday’s Paper Round leads on The Times’ report regarding Arsenal and their interest in Lautaro Martinez, the Inter striker who is also wanted by Manchester United. Elsewhere, Kalvin Phillips must wait for a new deal at Leeds, Sergej Milinkovic-Savic makes the gossip columns again, and a Derby youngster is wanted by a handful of Premier League clubs. ",negative,manchester united,1
https://www.eurosport.com/football/premier-league/2021-2022/man-utd-v-brentford-follow-live_sto8908498/story.shtml,Manchester United 3-0 Brentford: Cristiano Ronaldo and Bruno Fernandes on target as hosts ease past Bees,"Premier League, Old Trafford - Manchester United 3 (Fernandes, 9', Ronaldo, 61' (P), Varane, 72') Brentford 0 ",positive,manchester united,1
https://www.eurosport.com/football/transfers/2021-2022/chelsea-could-lose-mason-mount-and-christian-pulisic-this-summer-as-juventus-lurk-paper-round_sto8908271/story.shtml,Chelsea could lose Mason Mount and Christian Pulisic this summer as Juventus lurk - Paper Round,"Chelsea midfield pair Christian Pulisic and Mason Mount could both potentially leave Stamford Bridge this summer with the American on the sidelines and Mount unable to sign a new deal. Elsewhere, Arsenal are set to watch Renato Sanches join AC Milan, and Manchester United may pay Anthony Martial to leave. ",positive,manchester united,1
https://www.eurosport.com/football/premier-league/2021-2022/he-s-got-my-phone-number-manchester-united-interims-boss-ralf-rangnick-says-erik-ten-hag-can-call-hi_sto8908516/story.shtml,'He's got my phone number' - Manchester United interim boss Ralf Rangnick says Erik ten Hag can call him anytime,"Ralf Rangnick believes newly-appointed Manchester United boss Erik ten Hag can be a success at the club and says he can phone him whenever he needs advice. Rangnick believes that players brought into Manchester United from now on must ""really fit and are able to meet the standards of this big club"" if they are to rise up the Premier League table. ",positive,manchester united,2
